player,team,stat_category,game_id,rec,yds,avg,td,long,tgts
Tucker Kraft,GB,bay receiving,401772936,6,124,20.7,1,57,7
Dontayvion Wicks,GB,bay receiving,401772936,4,44,11.0,0,14,6
Malik Heath,GB,bay receiving,401772936,1,37,37.0,0,37,1
Luke Musgrave,GB,bay receiving,401772936,2,32,16.0,0,23,2
Romeo Doubs,GB,bay receiving,401772936,3,28,9.3,1,17,5
Chris Brooks,GB,bay receiving,401772936,3,27,9.0,0,16,4
Matthew Golden,GB,bay receiving,401772936,0,0,0.0,0,0,2
