player,team,stat_category,game_id,car,yds,avg,td,long
Jacory Croskey-Merritt,WAS,rushing,401772936,4,17,4.3,0,5
Austin Ekeler,WAS,rushing,401772936,8,17,2.1,0,5
Jayden Daniels,WAS,rushing,401772936,7,17,2.4,0,8
